roomCapturePointId,userCapturePointId,photoCount,yMeters_BEFORE,yMeters_AFTER,http,xMeters,zMeters,modelRoomId,modelLevelId,lastModifiedOn_before,revert_body
00b59622-6948-4ac7-8787-12d090d3f41f,PH1-L00-FOH CHANGING ROOM ACCESIBLE - Default Point,0,50.39999771118164,0,200,28.105676651000977,-1.8350275754928589,5c9cca72-93b8-4f82-8094-d05484d2bece,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
5e1372bd-36ff-4abf-bf05-ed9b4b5e131d,PH1-L00-FOH CHANGING ROOM FEMALE - Default Point,0,50.39999771118164,0,200,24.778459548950195,-2.449838876724243,555d2552-c0a2-4244-8314-029d3aa4db8a,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
48f91486-ec3e-4b68-bca9-9aebf2b83a88,PH1-L00-FOH CHANGING ROOM MALE - Default Point,0,50.39999771118164,0,200,31.46906089782715,-2.305177927017212,50ae9073-c61b-42d8-bbee-7ba23e66178a,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
047b01df-33b4-476e-814b-0bf23c5297ba,PH1-L00-FOH CORRIDOR 121 - Default Point,9,50.39999771118164,0,200,17.248151779174805,0.9941811561584473,59718d71-e160-484e-9282-d620dd4ea9d5,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
80426fc9-d9e0-498e-8368-7cc86219d65a,PH1-L00-FOH CORRIDOR 122 - Default Point,47,50.39999771118164,0,200,47.57541275024414,1.7583565711975098,aaa291fc-0056-45bf-9ed2-c85ab0f83b85,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
ea69d455-c33b-41a1-9b54-80ad3c6e34e1,PH1-L00-FOH CORRIDOR 125 - Default Point,1,50.39999771118164,0,200,93.07511138916016,1.342455267906189,83098f09-5e54-4e5a-a9b6-26e13dfff521,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
0aa81db3-8959-4d31-9832-fdba8f2a95a9,PH1-L00-FOH CUSTOMER AVAILABLE SPACE 01 - Default Point,43,50.39999771118164,0,200,47.9598274230957,5.866368293762207,4cb8d09a-df9a-4430-848a-5614102e2168,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
9ca87b9f-8e3d-4d03-a109-01d7bbdd7eae,PH1-L00-FOH CUSTOMER AVAILABLE SPACE 02 - Default Point,48,50.39999771118164,0,200,62.37942123413086,3.123497724533081,d959bf30-5de6-445b-995e-744a5b4c61cc,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
47a1f3c3-9497-45cf-9f11-cddd395e44b3,PH1-L00-FOH CUSTOMER AVAILABLE SPACE 03 - Default Point,46,50.39999771118164,0,200,66.85482788085938,7.259227752685547,d1101a30-7f6d-478a-8027-550e1f92b7d2,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
35e3ab37-bbe5-4ad1-90e9-6e6e6ffbea0d,PH1-L00-FOH CUSTOMER AVAILABLE SPACE 04 - Default Point,0,50.39999771118164,0,200,75.69039916992188,-1.6520410776138306,c2868866-9052-4cd1-a579-c30d43198aa9,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
3c6e5f5a-43ac-463c-8672-ff92d3f28a76,PH1-L00-FOH CUSTOMER AVAILABLE SPACE 05 - Default Point,0,50.39999771118164,0,200,64.96012115478516,-2.026353120803833,f0297c39-e050-4491-b9ec-c68836d70953,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
24670510-75ea-4667-9436-f9dc4ae2ba43,PH1-L00-FOH CUSTOMER AVAILABLE SPACE 06 - Default Point,0,50.39999771118164,0,200,45.8065299987793,-1.9248627424240112,9d3ac818-2ea3-45e1-86c3-a8ee68fdaaee,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
05ba5722-691d-4cf1-97b8-eb0c8c5d1f0a,PH1-L00-FOH GOODS LIFT 01 - Default Point,0,50.39999771118164,0,200,35.82487869262695,-2.174403429031372,92e65767-8159-411f-ba95-d835ab4ad3fc,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
50754207-08ca-4251-b3c1-1bb02f73931e,PH1-L00-FOH GOODS LIFT 02 - Default Point,0,50.39999771118164,0,200,39.02732467651367,-2.548715353012085,43b79df3-5380-4cda-b6e4-11e5abbbc93c,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
00d2e98f-b236-430f-9973-f28aab20c13d,PH1-L00-FOH GOODS MANTRAP - Default Point,0,50.39999771118164,0,200,38.77431869506836,5.646356105804443,9e708f16-ccd9-452f-83aa-c43a1eff043c,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
d0736714-b4a8-4159-8724-5743e0d70b46,PH1-L00-FOH LIFT 01 - Default Point,0,50.39999771118164,0,200,58.472049713134766,-0.487514466047287,558a1186-ac91-4204-8fc4-49c4f4b0156b,f0f4d409-c2b4-42cf-a8a9-c9497aecb3f7,,"{""yMeters"": 50.39999771118164}"
