itemId,itemType,userItemId,itemName,parentItemId,parentPresent
4e192fdf-e9af-4fcc-a656-beb69ed1cb77,Activity,CS-PAD-C-1070,Building Pad Concrete - Area C - Slab on Grade,ecebed32-e788-4e32-8c5f-c6a2bb77b124,yes
4e45cd25-60d3-42e8-b1fc-b6272a8862c8,Activity,CIV-LV-1030,Low Voltage Vaults /Fiber Line - Install 96 Conduit Fiber Ductbanks (4600ft),e585e4c0-3a13-45e2-9199-faec7c13be0b,yes
4f2baff2-42cb-458b-8857-f44644467122,Activity,MI-CON-1420,Enclosure Complete,740cb0f1-d536-4a17-adf3-d9b03ddd016c,yes
4f792bb5-4e22-4963-ac6e-471b2e9e9879,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.10.1.2.10.3,"South Elevation (Areas C, D & H)",2f31e576-0435-437d-9e08-cfaa220656f6,yes
4fbda2e4-1f8a-4053-88cb-42ff912ccef9,Activity,CS-PCST-GEN-1010,Precast Concrete - Crane 2 Mobilization for Precast Concrete Installation,0194d2ec-7c1a-439d-9328-06dd55d7c06d,yes
4fdcf0e7-ea63-4221-8624-c81f9aed37a1,Activity,CS-PAD-H-1060,Building Pad Concrete - Area H - Grade Beams,62e32c09-0f62-4576-978c-08d33a1617b7,yes
503a0f63-5894-45ea-900b-8e8345a54171,Activity,CIV-WL-1000,Water Line - Install Fire & Water Domestic Line - North,2756a942-40a2-466d-9df8-3a2c1b448761,yes
51190591-634d-4b3f-b707-37623751695f,Activity,MI-CON-1400,Break Ground,740cb0f1-d536-4a17-adf3-d9b03ddd016c,yes
51eb05ce-e4dc-40fe-ae45-2394e03f6524,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.10.1.2.10.4,"South Elevation (Areas J, L, N, P, & R)",2f31e576-0435-437d-9e08-cfaa220656f6,yes
51f0b9d0-fc1f-4fcb-8ec5-215520ffabf4,Activity,CS-ROOF-F-1020,Roofing - Area F - Composite Insulation,4590d62b-b9fc-4a34-8f7a-0c57d9b2b818,yes
52a3a7e0-ebe9-48cf-a3d1-fb561c88ab75,Activity,MI-1030,Structural Steel,f4a35525-523a-424f-a294-3069f5bd1436,yes
52d3c2b1-6b26-44b6-bf99-a92d849acbc0,Activity,OFCI-TRA-1020,Delivery of IT Transformers - EYD3 (20nr.),298cf454-4aec-42ea-a32b-3cee857acbbf,yes
5342e07c-9b41-4587-8c5b-20c34b8def48,Activity,CS-PRE-1010,Preliminary Activities - Mobilize HITT Personnel,a5585c36-1c0a-4d29-987a-9364dfc0c7b1,yes
53bdc32c-b865-4ad2-9b5a-2690c9620578,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.6.1.2.6.19,Area R,0194d2ec-7c1a-439d-9328-06dd55d7c06d,yes
53e3738a-fabc-4037-8f3a-f5991db2b8be,Activity,MI-CON-1310,Building Dry In - Server Hall 4 (Areas K - L),740cb0f1-d536-4a17-adf3-d9b03ddd016c,yes
53e82438-a05e-43b7-8de8-2f10a0f4dbf5,Activity,OFCI-GEN-1020,Delivery of 480V Mech Gens (9nr.),7b359369-441c-4e80-8351-0f5ccc5f20e5,yes
54041e77-0d4f-4e91-b2bf-e0b164e66a17,Activity,MI-DES-1140,100% TI Design (IFC),386fdd5e-97fe-4e9a-ae97-44e22ae3c1a9,yes
54112ec8-ab04-4ff9-a50f-858d5490bfb1,Activity,CS-STL-P-1020,Structural Steel - Area P - Roof Framing,9a7d7342-8cdf-4d4e-845d-57372208b316,yes
544f4222-47ce-4e1e-be46-13e4a3995e2d,Activity,OFCI-HAC-1050,Delivery of HAC System - SH6 (1nr.),e248ea36-4232-4689-856f-1476b1d1c036,yes
555df787-5521-4585-9b7a-0a2e4c2cc65b,Activity,OFCI-CRAC-1050,Delivery of CRAC Units - DH6 (7nr.),4df42408-4d4f-4b68-8f88-1a21d8acaea9,yes
558e0eb5-0cdd-4dc2-8d10-a0f4ab4209d5,Activity,CS-ROOF-L-1000,Roofing - Area L - Vapor Retarder,470dc016-5c04-4cf4-98d3-a13412641d71,yes
55afbaed-6727-42f3-aa79-252a59f29312,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.3.1.2.3.181111,Zone 10 (MYD3),428f8f37-2485-4f9e-8a22-5f829920002b,yes
55c8d27b-f3d8-4c49-b59a-04a738782df6,Activity,CS-ROOF-N-1000,Roofing - Area N - Vapor Retarder,b17a97bd-8b4c-4e43-ba41-676007cde940,yes
55e4d836-db74-46c2-8476-da2e9a23bdf0,Activity,CS-SEAL-1040,Joint Sealant - Precast Walls - Area E - Joint Sealant to Precast Walls,fd1608f8-4077-43c9-8820-f4ba41cb59a1,yes
5614f290-e3f6-40e0-9d58-2a68c11b2093,Activity,OFCI-MVSW-1020,Delivery of MV Switchgear - EYD2 (2nr.),09793439-4d5c-46f8-bbbb-71c205c9d3bc,yes
5636c431-fb78-4336-9a47-e362efc53684,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.4.6.1.2.4.6.5,Area E,13023c24-2aca-4b2a-bf18-79fa4be7c76f,yes
567cfb79-deda-449e-a19a-2579c38515f9,Activity,OFCI-CRAC-1060,Delivery of CRAC Units - DH7 (7nr.),4df42408-4d4f-4b68-8f88-1a21d8acaea9,yes
57e4027e-b183-4dbb-9899-afb4da40f0bc,Activity,CS-PCST-O-1000,Precast Concrete - Area O - Set Panels,3e713b93-1d80-4efb-9a7b-b2ee4b54a580,yes
581aebfd-931c-41bb-bafd-c2a2fe936858,Activity,OFCI-SWB-1010,Delivery of Mech Switchboards - MYD2 (9nr.),de8c67c6-5b01-4b9d-b597-0817cf2e0ee8,yes
58251d70-895d-439e-94d9-c3c5234f0799,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.5.1.2.5.3,Area B,de505be5-3a40-4235-bc55-0896500b7460,yes
58486f66-63c0-4f46-9938-348bc2416ab2,Activity,CS-SEAL-1100,Joint Sealant - Precast Walls - Area I - Joint Sealant to Precast Walls,fd1608f8-4077-43c9-8820-f4ba41cb59a1,yes
585e25c1-a953-43a4-8ab7-b61f53df89ba,WBS,AUS02-60-Schedule-L1-.1.1.1.1.1.4.1.1.4.2,Data Hall Turnover,1228fb9d-976b-43f3-bd0f-1227d8a94342,yes
58829629-e3af-4cad-a522-225c0973c322,Activity,CS-PNT-1170,Precast Wall - Paint and Finish - Area F - Paint & Finish to Precast Walls,183a84d7-0382-469e-bb68-83350744017b,yes
5903bfb6-fcc3-4d38-8356-a38b917cff99,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.3.1.2.3.13,"Zone 4 (Areas M/2, N/2, O, P)",428f8f37-2485-4f9e-8a22-5f829920002b,yes
59a3f73a-9e18-4808-b9e1-b62f7934ff35,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.4.6.1.2.4.6.1,Area A,13023c24-2aca-4b2a-bf18-79fa4be7c76f,yes
59b2d053-fec6-4167-b5ef-66da3a65d8fd,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.4.1.2.4.3.7.1,1B & 1R,6ec7e649-67bb-43a7-aa0d-952050ac61b1,yes
5a766c99-3dfa-44b6-b2cc-f2bc01163a4e,Activity,OFCI-CDU-3010,Delivery of CDUs - #25 - 48 (24nr.),11ba89ad-7ef7-4f0c-afee-af572619b3b1,yes
5ae03ebc-ce23-4679-8077-533747a024a3,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.4.6.1.2.4.6.9,Area I,13023c24-2aca-4b2a-bf18-79fa4be7c76f,yes
5af6383e-3a11-468f-8c6b-62e7b2d0da44,Activity,MI-CON-1090,EYD 1 - Foundations Complete,740cb0f1-d536-4a17-adf3-d9b03ddd016c,yes
5b05c43b-7d08-4a5a-aa4f-b747856aeb36,Activity,OFCI-EHSE-1040,Delivery of E-Houses - EYD3 (2nr.),7b1b9598-6438-4cb0-bf26-89217ee157ac,yes
5b0f11c3-ff7f-4ecc-9f54-f775b2b495ed,Activity,CS-PAD-Q-1090,Building Pad - Zone 6 Install Piers,91f31b3c-11ca-43a5-8290-315fbc219988,yes
5b18e6fc-1f92-4a2f-9bb4-5fd0b872f349,Activity,CS-PCST-Q-1010,Precast Concrete - Area Q - Grout & Patch,8d167210-7bb8-44a3-a142-22fde105d230,yes
5b49b041-ce81-4818-a86b-2382c6b32958,Activity,OFCI-TES-1010,Delivery of TES Tanks - MYD2 (3nr.),1ecce4f2-cc2a-4bfe-ac14-5d7325d04284,yes
5b93213b-7109-45dc-bae6-cfb65afd84dc,Activity,CS-STL-N-1000,Structural Steel - Area N - Columns,18a29868-132a-4f8b-8261-cf88ac79cef5,yes
5be3e4c1-c8c3-4937-9966-1725d5ba6886,Activity,CS-PAD-D-1050,Building Pad - Zone 1 Underslab Utilities - Wet,45675c9d-a204-4a0f-8b4b-f6268a892144,yes
5cf78d24-affd-47f5-9dcf-94f1240c5fb2,Activity,CS-PNT-1110,Precast Wall - Paint and Finish - Area R - Paint & Finish to Precast Walls,183a84d7-0382-469e-bb68-83350744017b,yes
5d1bdb65-eb82-4251-83b3-87f5b7c58b44,Activity,CS-ROOF-H-1030,Roofing - Area H - Coping,c016b33a-52fd-496f-ad93-cfa88f17e0ad,yes
5d6b28fb-d58b-4e7e-b682-e889ef12830d,Activity,CS-PCST-H-1010,Precast Concrete - Area H - Grout & Patch,37da95ef-4e74-40a9-8bec-c7d9a8844882,yes
5ddf4b79-0537-4130-aaa8-8a8ba3620f01,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.6.1.2.6.3,Area B,0194d2ec-7c1a-439d-9328-06dd55d7c06d,yes
5e93844a-fa49-420f-8ae5-7f7e88359f53,Activity,MI-CON-1260,Office Space - 5MW Turnover Date (15-Feb-2028),585e25c1-a953-43a4-8ab7-b61f53df89ba,yes
5eeefdc9-c632-47fe-95b1-fc930999ec7d,Activity,CS-ROOF-D-1030,Roofing - Area D - Coping,8bacffc5-fc9f-4fb7-9d65-c44ea30117c0,yes
5f52440e-65b6-4ae7-b92b-5b90b9ce7950,Activity,OFCI-EHSE-1010,Delivery of E-Houses - MYD2 (3nr.),7b1b9598-6438-4cb0-bf26-89217ee157ac,yes
5f6320ae-2e02-40fb-aaac-f123312030f7,WBS,AUS02-60-Schedule-L1-.1.1.1.2,Precast,78a3bf1a-3591-4935-b7ee-9b00a58d7098,NO
5f6c1a75-db3e-426a-b40f-b5bc05448ce0,Activity,CS-ROOF-J-1010,Roofing - Area J - Intermediate Ply,250f0c33-bea5-4dab-ac25-e2c78692b6fc,yes
5fb95cc9-5abe-4c3c-a7dd-b5c75bf21969,Activity,MI-CON-1430,Fit-Out Start,740cb0f1-d536-4a17-adf3-d9b03ddd016c,yes
6038423b-9e67-4d20-8ba5-a206d9785840,Activity,CS-STL-L-1010,Structural Steel - Area L - Braced Frames,2a83af4f-3c00-428f-b207-aa3b096efbf4,yes
60f2e94a-1396-4fcc-8459-b455454cf4d5,Activity,MI-DES-1020,30% TFO Design,386fdd5e-97fe-4e9a-ae97-44e22ae3c1a9,yes
6116c770-35ea-47c3-9765-b12be8e0f862,Activity,OFCI-CHI-1000,Delivery of Air Cooled Chiller - #1 - 5 (5.nr),356f8480-3cba-435d-83d0-f0ea91f4b7f7,yes
611d555e-1ca1-4ed6-891e-ad89af27d683,Activity,CS-ROOF-P-1000,Roofing - Area P - Vapor Retarder,ff62b231-d8b5-4d44-bb44-5e1e6c8d2f9c,yes
6140a880-a48f-4f15-9cb7-97a0191574ff,Activity,CS-DOOR-S-1040,Exterior Doors - South - Install Temp Doors - 10nr.,51eb05ce-e4dc-40fe-ae45-2394e03f6524,yes
618207f4-8081-49c6-bbf7-4dbf65daacb8,Activity,MI-CON-1330,Building Dry In - Server Hall 6 (Areas O - P),740cb0f1-d536-4a17-adf3-d9b03ddd016c,yes
618f81be-f7ee-441b-ba39-d76c652e0869,Activity,CS-PCST-C-1010,Precast Concrete - Area C - Grout & Patch,015bd7c0-0ad3-411d-a89e-a575e1d43684,yes
61ff4ddc-cb21-48a9-8537-dd83bb29a774,Activity,CS-PAD-K-1100,Building Pad - FRAG - Zone 3 - RFI#1 - 3' x 5' Rock Import,dafad857-fedc-4eac-9944-8383e7da8130,yes
623818e7-be5a-46f4-a1f5-2319662ac2b3,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.5.1.2.5.19,Area R,de505be5-3a40-4235-bc55-0896500b7460,yes
6258f602-65c5-4ef1-a447-06e64f535ee0,Activity,BUD-1130,100% Final GMP Pricing - Owner's Review & Approval (TFO),43e7d33e-89ae-4d42-ac5f-5d7ccc8a6c15,yes
6260dc20-a082-47d2-ad46-09267e147ce0,Activity,CS-STL-J-1020,Structural Steel - Area J - Roof Framing,75370f04-9eeb-4576-a97b-a0e55d213066,yes
6264b36b-8d11-4b5f-9d31-03371e1d1bcd,Activity,CS-ROOF-J-1030,Roofing - Area J - Coping,250f0c33-bea5-4dab-ac25-e2c78692b6fc,yes
628562f3-af85-48d8-a61d-b896b27abc8a,Activity,CS-ROOF-C-1010,Roofing - Area C - Intermediate Ply,d813a228-5b47-4d2e-b6a6-6219c41599d3,yes
62e32c09-0f62-4576-978c-08d33a1617b7,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.4.6.1.2.4.6.8,Area H,13023c24-2aca-4b2a-bf18-79fa4be7c76f,yes
64392172-6380-4429-a663-c0d8df1ba405,Activity,MI-1190,Painting & Coating,29c31110-1c33-41c1-95a6-ab64432d594d,yes
644cf9da-93f1-4225-9a53-1a11441f3721,Activity,CS-STL-P-1010,Structural Steel - Area P - Braced Frames,9a7d7342-8cdf-4d4e-845d-57372208b316,yes
64a364b9-443f-46f6-9c2a-aa5140f3b2c4,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.5.1.2.5.14,Area M,de505be5-3a40-4235-bc55-0896500b7460,yes
6534acba-3537-4c43-8205-be909a382465,Activity,OFCI-CHI-1010,Delivery of Air Cooled Chiller - #6 - 10 (5.nr),356f8480-3cba-435d-83d0-f0ea91f4b7f7,yes
6617b49f-24a2-4cd1-9a94-deb212f078f7,Activity,CS-ROOF-N-1030,Roofing - Area N - Coping,b17a97bd-8b4c-4e43-ba41-676007cde940,yes
6619d97e-bd45-44c4-baa2-c2c79fbcdf1a,Activity,OFCI-FCA-1000,Delivery of FCAs - #1 - 24 (24nr.),1e01a591-6129-485a-a553-0c62d7df6bae,yes
6660477b-4954-43a4-b945-1a8b298a293c,Activity,MI-CON-1440,Steel Erection Start,740cb0f1-d536-4a17-adf3-d9b03ddd016c,yes
66db9d0b-b722-415c-a072-2b348678df93,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.5.1.2.5.18,Area Q,de505be5-3a40-4235-bc55-0896500b7460,yes
674fbf3e-2802-4823-bf97-b05ca5068872,Activity,CIV-LV-1020,Low Voltage Vaults /Fiber Line - Pull Wire and Terminate,e585e4c0-3a13-45e2-9199-faec7c13be0b,yes
678399d7-7762-435d-9510-5857edc49427,Activity,CS-PAD-D-1030,Building Pad - Zone 1 Install Piers,45675c9d-a204-4a0f-8b4b-f6268a892144,yes
68822149-5ca5-435c-bb71-34f04bcb2ddd,Activity,BUD-1020,60% Budget Exercise - Prepare & Submit,43e7d33e-89ae-4d42-ac5f-5d7ccc8a6c15,yes
68d187e3-ae7b-4998-9a09-cf71d78d75a8,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.6.1.2.6.13,Area L,0194d2ec-7c1a-439d-9328-06dd55d7c06d,yes
68dfec64-7675-469d-95d2-33387c95ca2a,Activity,OFCI-FCA-1030,Delivery of FCAs - #73 - 96 (24nr.),1e01a591-6129-485a-a553-0c62d7df6bae,yes
69024f87-e51e-498b-95e9-fc7200d99815,Activity,OFCI-TRA-1110,Delivery of Mech Transformers - MYD2 (9nr.),298cf454-4aec-42ea-a32b-3cee857acbbf,yes
69249ff3-7d08-467f-ba8d-a8f591fdc89b,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.10.1.2.10.5,"East Elevation (Areas E, F, Q & R)",2f31e576-0435-437d-9e08-cfaa220656f6,yes
693f3e38-6873-4f52-9231-058218d3c052,Activity,CS-PCST-L-1000,Precast Concrete - Area L - Set Panels,68d187e3-ae7b-4998-9a09-cf71d78d75a8,yes
6986e814-49db-4652-89b2-1c0968905943,Activity,CS-STL-R-1010,Structural Steel - Area R - Braced Frames,623818e7-be5a-46f4-a1f5-2319662ac2b3,yes
69b2dc7a-8444-4e66-9f31-3156d58f36af,Activity,CS-SEAL-1150,Joint Sealant - Precast Walls - Area P - Joint Sealant to Precast Walls,fd1608f8-4077-43c9-8820-f4ba41cb59a1,yes
6a594095-489e-422e-b3d8-ffc899b3c371,Activity,CS-PCST-K-1010,Precast Concrete - Area K - Grout & Patch,e5847f02-0bce-4ef7-89ad-d3ebf3349230,yes
6ab77e4f-5e27-437f-a788-7c619ac20d95,Activity,CS-PCST-D-1000,Precast Concrete - Area D - Set Panels,bf9863f4-a7a1-4510-83f0-b8180e203a7d,yes
6abc1a8f-f974-48eb-bc58-129202f94bfd,Activity,MI-1000,Earthwork,f4a35525-523a-424f-a294-3069f5bd1436,yes
6b150e25-d704-4d56-836e-6b43d01150ea,Activity,OFCI-GEN-1030,Delivery of 480V IT Gens (10nr.),7b359369-441c-4e80-8351-0f5ccc5f20e5,yes
6b343831-21ef-4ee3-beec-b1f715744970,Activity,CS-STL-M-1010,Structural Steel - Area M - Braced Frames,64a364b9-443f-46f6-9c2a-aa5140f3b2c4,yes
6b511828-fcd3-4504-bb96-b4c92601e2a8,Activity,CS-PAD-A-1070,Building Pad Concrete - Area A - Slab on Grade,59a3f73a-9e18-4808-b9e1-b62f7934ff35,yes
6bc644bb-e45f-410d-9417-5b377e640c4a,Activity,CS-ROOF-H-1020,Roofing - Area H - Composite Insulation,c016b33a-52fd-496f-ad93-cfa88f17e0ad,yes
6beebfd0-38ad-4fed-baa6-9d38251fab53,Activity,CS-PCST-E-1000,Precast Concrete - Area E - Set Panels,35be34db-0478-425a-946f-b6a993b1ee72,yes
6c242ffa-2003-4cec-9c0d-33b97531b889,Activity,OFCI-HAC-1020,Delivery of HAC System - SH3 (1nr.),e248ea36-4232-4689-856f-1476b1d1c036,yes
6c292636-077c-41c1-98ef-79c5fa6bf68b,Activity,OFCI-FCA-1070,Delivery of FCAs - #74 - 112 (39nr.),1e01a591-6129-485a-a553-0c62d7df6bae,yes
6c66c572-5ce2-45f6-8049-4f9a16756d15,Activity,CIV-SAN-1000,Sanitary - Install Sanitary Sewer Line 1,99c4b4fd-8f58-40c2-b455-8657c8fe96bd,yes
6d70b983-a24e-488e-b3f2-751b45c13b2e,Activity,CS-SEAL-1010,Joint Sealant - Precast Walls - Area B - Joint Sealant to Precast Walls,fd1608f8-4077-43c9-8820-f4ba41cb59a1,yes
6e0cd99d-8d90-4b46-9b24-c4cc211b9c0e,Activity,MI-1050,CIP Concrete,f4a35525-523a-424f-a294-3069f5bd1436,yes
6e1a0248-fc01-4fe0-874a-7e872fccdab9,Activity,BUD-1060,90% Pricing - Prepare & Submit GMP (TFO),43e7d33e-89ae-4d42-ac5f-5d7ccc8a6c15,yes
6e37e794-e98d-4043-947d-4fafa36c9755,Activity,OFCI-MVSW-1010,Delivery of MV Switchgear - MYD3 (2nr.),09793439-4d5c-46f8-bbbb-71c205c9d3bc,yes
6e5849e5-fde4-4c60-bece-904b32c7174f,Activity,CS-STL-A-1000,Structural Steel - Area A - Columns,008c755e-e2e6-4a3e-bb50-9f78b85c17cc,yes
6e62109a-d682-4cba-8aaf-46c2b6145633,Activity,BUD-1080,100% Final GMP Pricing - TI - Prepare & Submit,43e7d33e-89ae-4d42-ac5f-5d7ccc8a6c15,yes
6ec7e649-67bb-43a7-aa0d-952050ac61b1,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.4.1.2.4.3.7,Medium Voltage (MV),aa07f35e-cbac-444a-b1e2-cb18ef988a6f,yes
6ee16240-3da0-44e5-a5af-512dcd5795a1,Activity,CS-ROOF-N-1010,Roofing - Area N - Intermediate Ply,b17a97bd-8b4c-4e43-ba41-676007cde940,yes
6f808aec-7843-4a7d-9298-d4a31733098c,Activity,CS-STL-F-1010,Structural Steel - Area F - Braced Frames,26fe5eca-0594-4003-ae29-92ff710e61b2,yes
704cf504-85fa-468a-ae3c-a94c52d981fa,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.9.1.2.9.1,Area A,384071d3-0c33-473c-95ff-d3ab5d02ea5b,yes
710573bf-5619-4904-bdb4-1ba4bb9fbeaa,Activity,CIV-MV-1010,Medium Voltage - Pull Wire and Terminate - 1B & 1R (2500ft per line),59b2d053-fec6-4167-b5ef-66da3a65d8fd,yes
740cb0f1-d536-4a17-adf3-d9b03ddd016c,WBS,AUS02-60-Schedule-L1-.1.1.1.1.1.4.1.1.4.1,Core & Shell,1228fb9d-976b-43f3-bd0f-1227d8a94342,yes
74af4860-bb29-4780-89bc-347839f394c2,Activity,OFCI-SWB-1000,Delivery of Mech Switchboards - MYD1 (9nr.),de8c67c6-5b01-4b9d-b597-0817cf2e0ee8,yes
75370f04-9eeb-4576-a97b-a0e55d213066,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.5.1.2.5.11,Area J,de505be5-3a40-4235-bc55-0896500b7460,yes
75f283f0-ba35-403a-932a-ab7d9b1ff8de,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.5.1.2.5.4,Area C,de505be5-3a40-4235-bc55-0896500b7460,yes
7678b893-3216-4489-a5fe-0bec0b080005,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.4.6.1.2.4.6.10,Area J,13023c24-2aca-4b2a-bf18-79fa4be7c76f,yes
76e7a229-07b4-4361-9df6-457e16a9f52b,Activity,CS-PCST-N-1000,Precast Concrete - Area N - Set Panels,1db7bd79-114d-4b04-a98d-b82f3e16a519,yes
77355763-c498-420b-8b87-823fd7182a88,Activity,CS-DOOR-N-1010,Exterior Doors - North - Install Final Doors - 8nr.,47dfc0c4-a739-4194-ae8b-884b8fff7158,yes
77525ed7-d3fb-4bd0-a440-55478d9bf246,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.5.1.2.5.10,Area I,de505be5-3a40-4235-bc55-0896500b7460,yes
77d2cd53-395d-4645-b07d-48b5898c0cfe,Activity,OFCI-GEN-1000,Delivery of 480V House Gen (1nr.),7b359369-441c-4e80-8351-0f5ccc5f20e5,yes
7806a9f5-1647-4778-9261-013886604c95,Activity,CS-ROOF-P-1030,Roofing - Area P - Coping,ff62b231-d8b5-4d44-bb44-5e1e6c8d2f9c,yes
78860a6f-6ebb-4178-b7b9-a9a85b44cdc9,Activity,CS-DOOR-E-1000,Exterior Doors - East - Install Final Doors - 4nr.,69249ff3-7d08-467f-ba8d-a8f591fdc89b,yes
789572e2-371e-4c4b-98db-b2d2172f7487,Activity,CS-PAD-K-1070,Building Pad Concrete - Area K - Slab on Grade,0946a829-d655-48eb-b10b-677473d3611a,yes
79fb1815-5247-4221-a27e-a801f2cd03f9,Activity,CS-PAD-G-1060,Building Pad Concrete - Area G - Grade Beams,02ed3bc0-4e93-4e7b-a6a8-ce45703f6a3f,yes
7a722fcd-37f6-4167-bf1d-ca9cce89c8a7,Activity,OFCI-CHI-1060,Delivery of Air Cooled Chiller - #31 - 35 (5.nr),356f8480-3cba-435d-83d0-f0ea91f4b7f7,yes
7a9beba3-7ed6-401d-b4d1-c3b779af7445,Activity,CS-SEAL-1160,Joint Sealant - Precast Walls - Area Q - Joint Sealant to Precast Walls,fd1608f8-4077-43c9-8820-f4ba41cb59a1,yes
7b06ae12-799b-452c-b584-6266fa236bab,Activity,CS-PAD-B-1060,Building Pad Concrete - Area B - Grade Beams,96fc3341-615f-4e41-8345-80790bbd1070,yes
7b1b9598-6438-4cb0-bf26-89217ee157ac,WBS,AUS02-60-Schedule-L1-.1.1.2.OFEEHSE,E-Houses,49d1ce1e-3acc-4124-b1ef-d3778dadcb85,NO
7b359369-441c-4e80-8351-0f5ccc5f20e5,WBS,AUS02-60-Schedule-L1-.1.1.2.2,Generator,49d1ce1e-3acc-4124-b1ef-d3778dadcb85,NO
7b57bc07-890f-4cc4-9223-b605e147e45b,Activity,OFCI-CRAC-1020,Delivery of CRAC Units - DH3 (9nr.),4df42408-4d4f-4b68-8f88-1a21d8acaea9,yes
7bec3d7c-7126-46f3-91e4-d43a30e579ec,Activity,CIV-MV-1040,Medium Voltage - Pull Wire and Terminate - 4B & 4R (2400ft per line),cce524f8-faef-4add-8203-23c12fc11fc2,yes
7bf12957-83db-4502-ada6-0be60a736b27,WBS,AUS02-60-Schedule-L1-.1.1.1.1.1.3.1.1.3.61,90% Budget Subcontractor Authorization to Release,43e7d33e-89ae-4d42-ac5f-5d7ccc8a6c15,yes
7cc9bee2-6026-4bc3-a8a1-bca715c62f29,Activity,CS-PAD-M-1040,Building Pad - Zone 4 Underslab Utilities - Dry,5903bfb6-fcc3-4d38-8356-a38b917cff99,yes
7d18e85b-1708-4dfb-aa4a-610f31b1dfc0,Activity,CS-PAD-M-1050,Building Pad - Zone 4 Underslab Utilities - Wet,5903bfb6-fcc3-4d38-8356-a38b917cff99,yes
7e207e10-cd3e-4c13-a0a9-9199873a33b6,Activity,CS-STL-G-1000,Structural Steel - Area G - Columns,b470a427-1b8c-41a1-a119-ecf28de02760,yes
7ee3e9fe-6301-4528-8fc3-e8da83cbd938,Activity,CS-PNT-1010,Precast Wall - Paint and Finish - Area H - Paint & Finish to Precast Walls,183a84d7-0382-469e-bb68-83350744017b,yes
7f026600-ebd1-4c68-aaad-eccdc34f359d,Activity,CS-PAD-M-1030,Building Pad - Zone 4 Install Piers,5903bfb6-fcc3-4d38-8356-a38b917cff99,yes
7f319635-a7c6-4beb-bc9e-190818567103,Activity,OFCI-CHI-1070,Delivery of Air Cooled Chiller - #36 - 40 (5.nr),356f8480-3cba-435d-83d0-f0ea91f4b7f7,yes
7f56698e-0060-44de-9e02-97eb4523df71,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.4.6.1.2.4.6.17,Area Q,13023c24-2aca-4b2a-bf18-79fa4be7c76f,yes
7f853545-2489-48f8-88bb-4d1f2661726f,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.5.1.2.5.16,Area O,de505be5-3a40-4235-bc55-0896500b7460,yes
7f933f7b-2ce7-4c83-82d5-e0339a97f3b6,Activity,OFCI-GEN-1080,Delivery of 480V IT Gens (10nr.),7b359369-441c-4e80-8351-0f5ccc5f20e5,yes
8039a0ec-d322-49a9-8c99-77645f544756,Activity,CS-ROOF-J-1000,Roofing - Area J - Vapor Retarder,250f0c33-bea5-4dab-ac25-e2c78692b6fc,yes
810683e0-eb83-498b-bcd4-2fa86cf3b4ed,Activity,CS-ROOF-O-1000,Roofing - Area O - Vapor Retarder,bcac896e-30eb-42d6-8e6a-4a48bf7b15c4,yes
81c64952-1a75-42a8-b500-5073d02ea275,WBS,AUS02-60-Schedule-L1-.1.1.2.1.2.4.1.2.4.3.7.5,Future Duct Banks,6ec7e649-67bb-43a7-aa0d-952050ac61b1,yes
82078b1c-176e-488b-9ce9-26e607d82f2b,Activity,CS-STL-D-1010,Structural Steel - Area D - Braced Frames,a08def4a-c71e-43f5-b5bd-295bf78bb2e7,yes
827ed8a8-578b-4077-8882-e91d97bf7ad4,Activity,MI-1040,Piers & Foundations,f4a35525-523a-424f-a294-3069f5bd1436,yes
838fa003-77c9-4025-9c93-7c745531501e,Activity,CS-SEAL-1070,Joint Sealant - Precast Walls - Area K - Joint Sealant to Precast Walls,fd1608f8-4077-43c9-8820-f4ba41cb59a1,yes
83eb0137-ca3e-430e-8213-fe2fbc2da6eb,Activity,CS-STL-C-1000,Structural Steel - Area C - Columns,75f283f0-ba35-403a-932a-ab7d9b1ff8de,yes
